,PAY_AMT1,EDUCATION_graduate school,PAY_5,LIMIT_BAL,PAY_AMT4,PAY_0,SEX_female,PAY_3,PAY_AMT6,MARRIAGE_single,PAY_6,PAY_4,PAY_AMT3,BILL_AMT3,PAY_AMT5,AGE_median,EDUCATION_university,PAY_AMT2,PAY_2
55,0.0,0.0,-2.0,60000.0,0.0,0.6000000000000001,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,48.8,1.0,0.0,-2.0
56,4200.0,0.0,0.0,150000.0,3000.0,0.0,1.0,0.0,3000.0,1.0,0.0,0.6000000000000001,14.0,93680.95000000001,4500.0,27.0,1.0,7517.75,0.0
57,7408.0,0.0,0.0,200000.0,5000.0,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,2000.0,35420.0,5000.0,35.0,1.0,7517.75,0.0
58,550.0,0.0,-2.0,160000.0,550.0,-2.0,1.0,-2.0,550.0,0.0,-2.0,-2.0,550.0,550.0,550.0,41.0,1.0,550.0,-2.0
59,3900.0,0.0,0.0,160000.0,1900.0,0.0,1.0,0.6000000000000001,3612.0,0.0,0.0,0.0,1742.0,47681.0,1703.0,37.0,1.0,0.0,0.0
60,5174.0,0.0,-1.0,280000.0,3158.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,3058.0,980.0,6299.450000000001,27.0,1.0,1078.0,-1.0
61,3527.0,0.0,0.0,354000.0,2500.0,0.0,1.0,0.0,2100.0,0.0,0.0,0.0,4000.0,57706.0,2000.0,35.0,1.0,3000.0,0.0
62,0.0,0.0,-2.0,20000.0,0.0,0.6000000000000001,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,48.8,0.0,0.0,-2.0
63,1200.0,0.0,0.0,30000.0,500.0,0.6000000000000001,1.0,0.0,0.0,1.0,0.0,0.0,592.0,12082.0,1500.0,25.0,1.0,1201.0,0.0
64,1000.0,0.0,0.6000000000000001,30000.0,2500.0,0.6000000000000001,1.0,0.6000000000000001,6.0,1.0,0.6000000000000001,0.6000000000000001,0.0,27915.0,1001.0,34.0,1.0,2201.0,0.6000000000000001
65,7408.0,0.0,-2.0,354000.0,6248.400000000001,-2.0,1.0,-2.0,169.0,0.0,-2.0,-2.0,7021.200000000001,17471.0,6299.450000000001,46.0,1.0,7517.75,-2.0
66,3189.0,0.0,0.6000000000000001,50000.0,1590.0,0.0,1.0,0.6000000000000001,194.0,1.0,0.6000000000000001,0.6000000000000001,101.0,47475.0,0.0,26.0,1.0,1500.0,0.0
67,5300.0,0.0,0.0,140000.0,2950.0,0.0,0.0,0.0,3576.0,1.0,0.0,0.0,2900.0,93680.95000000001,4000.0,26.0,1.0,6350.0,0.0
68,3095.0,1.0,-1.0,180000.0,2566.0,0.6000000000000001,1.0,0.0,2419.0,1.0,-1.0,0.0,6022.0,7843.0,711.0,30.0,0.0,5000.0,-1.0
69,3880.0,1.0,0.0,180000.0,3401.0,0.0,1.0,0.0,3000.0,1.0,0.0,0.0,3238.0,93680.95000000001,2980.0,27.0,0.0,5114.0,0.0
70,4000.0,0.0,-2.0,80000.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,82150.0,0.0,26.0,1.0,4000.0,0.0
71,2007.0,0.0,0.0,50000.0,845.0,0.0,1.0,0.0,1000.0,1.0,0.0,0.0,680.0,39478.0,871.0,29.0,1.0,1358.0,0.0
72,1000.0,0.0,-2.0,210000.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,-2.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0
73,7408.0,0.0,0.0,20000.0,369.0,0.6000000000000001,1.0,0.6000000000000001,0.0,1.0,0.0,0.0,7021.200000000001,18534.0,0.0,23.0,1.0,0.0,-1.0
74,1900.0,0.0,0.0,130000.0,1580.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2000.0,37927.0,3310.0,24.0,1.0,1950.0,0.0
76,7408.0,0.0,-1.0,140000.0,6248.400000000001,-1.0,1.0,-1.0,6344.5,0.0,-1.0,-1.0,7021.200000000001,14910.0,5169.0,48.8,1.0,7517.75,-1.0
77,2942.0,1.0,0.0,340000.0,1300.0,-1.0,1.0,-1.0,5956.0,1.0,-1.0,-1.0,7021.200000000001,1564.0,4985.0,27.0,0.0,1586.0,-1.0
78,2777.0,0.0,0.0,190000.0,2405.0,0.0,0.0,0.0,3000.0,1.0,0.0,0.0,2411.0,66984.0,2595.0,48.8,1.0,2458.0,0.0
79,1151.0,0.0,0.0,20000.0,367.0,0.6000000000000001,0.0,0.0,600.0,1.0,0.0,0.0,354.0,9701.0,600.0,48.8,1.0,1161.0,0.0
80,1147.0,0.0,0.0,30000.0,1000.0,0.0,0.0,0.0,1000.0,1.0,0.0,0.6000000000000001,0.0,9826.0,1000.0,25.0,1.0,1651.0,0.0
81,4700.0,0.0,0.0,120000.0,4600.0,0.0,1.0,0.0,4500.0,0.0,0.0,0.0,5000.0,93680.95000000001,5000.0,30.0,1.0,4400.0,0.0
82,3011.0,0.0,-2.0,220000.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,147.0,0.0,48.8,1.0,147.0,-1.0
83,168.0,1.0,-2.0,280000.0,0.0,0.6000000000000001,1.0,-1.0,0.0,1.0,-2.0,-2.0,0.0,0.0,0.0,31.0,0.0,0.0,-1.0
84,0.0,1.0,0.0,230000.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1400.0,27460.0,274.0,28.0,0.0,7517.75,0.6000000000000001
85,6610.0,0.0,0.0,354000.0,5900.0,0.0,1.0,0.0,5420.0,0.0,0.0,0.0,6230.0,93680.95000000001,5720.0,44.0,1.0,6480.0,0.0
86,2900.0,0.0,0.0,20000.0,1700.0,0.0,1.0,0.6000000000000001,600.0,0.0,0.6000000000000001,0.0,1400.0,17606.0,1100.0,32.0,1.0,0.0,0.0
87,0.0,0.0,-2.0,50000.0,0.0,0.6000000000000001,1.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,0.0,0.0,48.8,0.0,0.0,-2.0
88,5000.0,0.0,0.0,290000.0,2818.0,0.0,0.0,0.0,3199.0,0.0,0.0,0.0,3019.0,93680.95000000001,3000.0,38.0,1.0,3530.0,0.0
89,3192.0,1.0,-1.0,240000.0,5413.0,-1.0,0.0,-1.0,6344.5,0.0,-1.0,-1.0,7021.200000000001,4389.0,1899.0,39.0,0.0,4397.0,-1.0
90,3360.0,0.0,0.0,150000.0,1894.0,0.0,0.0,0.0,1521.0,0.0,0.0,0.0,4337.0,93680.95000000001,1522.0,42.0,1.0,3630.0,0.0
91,0.0,0.0,0.6000000000000001,20000.0,0.0,0.6000000000000001,0.0,0.6000000000000001,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,2400.0,0.0,34.0,1.0,0.0,0.6000000000000001
92,3700.0,1.0,0.0,120000.0,2000.0,0.0,0.0,0.0,1800.0,1.0,0.0,0.0,2000.0,38746.0,2000.0,28.0,0.0,1640.0,0.0
93,3000.0,0.0,0.0,20000.0,6248.400000000001,0.6000000000000001,1.0,0.0,2000.0,0.0,0.0,0.0,144.0,11176.0,308.0,45.0,0.0,1006.0,0.0
94,4006.0,1.0,0.0,354000.0,3018.0,0.0,0.0,0.0,3018.0,0.0,0.0,0.0,3002.0,74767.0,3352.0,39.0,0.0,4002.0,0.0
95,0.0,0.0,-1.0,250000.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,7021.200000000001,242.0,6299.450000000001,33.0,1.0,242.0,-1.0
96,2326.0,0.0,0.0,50000.0,622.0,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,1235.0,48924.0,1000.0,46.0,0.0,2000.0,0.0
97,7408.0,1.0,0.0,354000.0,6248.400000000001,0.0,1.0,0.6000000000000001,6344.5,1.0,0.0,0.0,7021.200000000001,93680.95000000001,6299.450000000001,28.0,0.0,7517.75,0.0
98,2000.0,0.0,0.0,50000.0,2000.0,0.0,1.0,0.0,2000.0,0.0,0.0,0.0,1000.0,25400.0,2000.0,39.0,1.0,2000.0,0.0
99,4183.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.6000000000000001,0.0,1.0,-2.0,0.0,281.0,19621.0,0.0,23.0,1.0,0.0,0.0
100,2000.0,1.0,0.0,20000.0,662.0,0.0,1.0,0.0,747.0,1.0,0.0,0.0,1300.0,18886.0,1000.0,25.0,0.0,1700.0,0.0
101,4200.0,0.0,0.0,100000.0,1965.0,0.0,0.0,0.0,6344.5,1.0,0.0,0.0,2291.0,93680.95000000001,1465.0,48.8,0.0,2785.0,0.0
102,0.0,1.0,-1.0,300000.0,1626.0,-1.0,1.0,-1.0,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,154.0,0.0,38.0,0.0,200.0,-1.0
103,7408.0,1.0,-2.0,354000.0,4792.0,-2.0,0.0,-2.0,4699.0,1.0,-2.0,-2.0,7021.200000000001,8204.0,6299.450000000001,48.8,0.0,7517.75,-2.0
104,0.0,1.0,0.0,160000.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,652.0,1100.0,5654.0,37.0,0.0,1100.0,0.6000000000000001
105,7000.0,0.0,0.0,140000.0,2000.0,0.0,0.0,0.0,2000.0,1.0,0.0,0.0,2000.0,25020.0,2000.0,33.0,1.0,2000.0,0.0
106,3000.0,0.0,0.0,70000.0,3000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2500.0,63882.0,5800.0,24.0,1.0,3000.0,0.0
107,1230.0,0.0,0.6000000000000001,20000.0,694.0,0.0,0.0,0.0,3134.0,1.0,0.6000000000000001,0.0,2192.0,15237.0,0.0,31.0,1.0,1265.0,0.0
108,2235.0,0.0,0.0,50000.0,838.0,0.0,0.0,0.0,687.0,1.0,0.0,0.0,823.0,50328.0,702.0,24.0,1.0,1858.0,0.0
109,0.0,1.0,-2.0,160000.0,0.0,0.6000000000000001,1.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,0.0,0.0,29.0,0.0,0.0,-2.0
110,1725.0,0.0,0.0,50000.0,1000.0,0.0,1.0,0.0,657.0,1.0,0.0,0.0,3000.0,33311.0,1000.0,48.8,0.0,1800.0,0.0
111,177.0,0.0,-1.0,354000.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-2.0,-1.0,1116.0,2011.0,0.0,39.0,0.0,2011.0,-1.0
112,7408.0,0.0,0.0,290000.0,5300.0,-1.0,0.0,-1.0,4700.0,0.0,0.0,0.0,7021.200000000001,93680.95000000001,5541.0,30.0,1.0,7517.75,-1.0
113,0.0,0.0,-2.0,150000.0,0.0,-2.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,47.0,1.0,0.0,-2.0
114,7408.0,1.0,0.0,160000.0,6248.400000000001,0.0,1.0,0.0,5000.0,1.0,-1.0,0.0,5022.0,93680.95000000001,6299.450000000001,27.0,0.0,7517.75,0.0
115,7000.0,1.0,0.0,354000.0,5000.0,0.0,1.0,0.0,5031.0,1.0,0.0,0.0,5004.0,55758.0,5000.0,35.0,0.0,5000.0,0.0
116,7239.0,0.0,-1.0,180000.0,6248.400000000001,-2.0,1.0,-1.0,6344.5,0.0,0.0,-1.0,7021.200000000001,30418.0,6299.450000000001,31.0,0.0,7517.75,-1.0
117,1224.0,0.0,0.0,20000.0,269.0,0.0,1.0,0.0,227.0,0.0,0.0,0.0,269.0,4120.0,261.0,33.0,0.0,1197.0,0.0
118,780.0,0.0,-2.0,210000.0,4853.0,-2.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,5190.0,38.0,1.0,0.0,-2.0
119,3000.0,0.0,0.6000000000000001,120000.0,2600.0,0.6000000000000001,0.0,0.6000000000000001,0.0,0.0,0.6000000000000001,0.6000000000000001,2800.0,69825.0,2900.0,32.0,0.0,2700.0,0.6000000000000001
120,0.0,0.0,0.0,70000.0,500.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,7021.200000000001,73326.0,0.0,40.0,1.0,2986.0,0.6000000000000001
121,1067.0,0.0,0.0,80000.0,106.0,0.0,1.0,0.0,1000.0,0.0,0.0,0.0,1000.0,4595.0,64.0,47.0,1.0,1121.0,0.0
122,4000.0,0.0,0.0,120000.0,2773.0,0.0,0.0,0.0,1899.0,1.0,0.0,0.0,3000.0,80333.0,3000.0,26.0,1.0,3062.0,0.0
123,7408.0,1.0,0.0,354000.0,6248.400000000001,0.0,0.0,0.0,6344.5,0.0,0.0,0.0,7021.200000000001,93680.95000000001,6299.450000000001,48.8,0.0,7517.75,0.0
124,5000.0,0.0,0.0,90000.0,5000.0,-1.0,1.0,0.0,2000.0,1.0,0.0,0.0,5000.0,23270.0,3600.0,24.0,1.0,5000.0,0.0
125,0.0,0.0,0.6000000000000001,40000.0,0.0,0.6000000000000001,0.0,0.6000000000000001,116.0,1.0,0.0,0.6000000000000001,0.0,40114.0,871.0,27.0,1.0,0.0,0.6000000000000001
126,7408.0,0.0,0.6000000000000001,190000.0,6248.400000000001,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,43563.0,3000.0,26.0,1.0,7517.75,0.0
127,7408.0,0.0,0.0,240000.0,6248.400000000001,0.0,1.0,0.0,6344.5,0.0,0.0,0.0,7021.200000000001,93680.95000000001,6299.450000000001,36.0,1.0,7517.75,0.0
128,2881.0,1.0,-1.0,160000.0,6248.400000000001,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,7021.200000000001,362.0,527.0,40.0,0.0,362.0,-1.0
129,1285.0,0.0,-1.0,320000.0,2589.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,7021.200000000001,4980.0,3773.0,47.0,1.0,4995.0,0.0
130,7408.0,1.0,-2.0,280000.0,2838.0,-1.0,1.0,-1.0,4139.0,1.0,-2.0,-2.0,7021.200000000001,25088.0,198.0,30.0,0.0,7517.75,-1.0
131,7408.0,0.0,0.0,100000.0,6248.400000000001,0.0,1.0,0.6000000000000001,3500.0,1.0,0.6000000000000001,0.0,3400.0,93680.95000000001,0.0,29.0,1.0,0.0,0.0
132,2791.0,0.0,0.0,200000.0,0.0,-1.0,1.0,0.6000000000000001,4187.0,0.0,-1.0,-1.0,376.0,188.0,6299.450000000001,28.0,0.0,0.0,-1.0
133,7408.0,0.0,0.0,70000.0,6248.400000000001,0.0,1.0,0.0,6344.5,0.0,0.0,0.0,7021.200000000001,67450.0,6299.450000000001,33.0,1.0,7517.75,0.0
134,1300.0,0.0,0.0,20000.0,456.0,0.6000000000000001,1.0,0.0,191.0,0.0,0.0,0.0,1257.0,19411.0,149.0,43.0,0.0,1500.0,0.0
135,3082.0,0.0,-1.0,80000.0,3112.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,2838.0,7920.0,2333.0,27.0,1.0,7517.75,-1.0
136,4000.0,1.0,0.0,130000.0,2500.0,0.0,0.0,0.0,2500.0,1.0,0.0,0.0,2912.0,83032.0,2300.0,29.0,0.0,4200.0,0.0
137,1000.0,0.0,0.0,50000.0,1000.0,0.6000000000000001,1.0,0.6000000000000001,1000.0,0.0,0.0,0.0,1000.0,29577.0,1000.0,42.0,0.0,1000.0,0.6000000000000001
138,7408.0,1.0,0.0,240000.0,6248.400000000001,0.0,1.0,0.6000000000000001,6344.5,1.0,0.6000000000000001,0.0,6947.0,93680.95000000001,33.0,36.0,0.0,0.0,0.0
139,6005.0,0.0,0.6000000000000001,140000.0,0.0,0.6000000000000001,0.0,0.6000000000000001,4213.0,1.0,0.0,0.6000000000000001,7021.200000000001,93680.95000000001,4183.0,30.0,0.0,210.0,0.6000000000000001
140,1300.0,0.0,0.0,20000.0,0.0,0.0,1.0,0.0,390.0,0.0,-1.0,0.0,189.0,9249.0,1140.0,41.0,1.0,3000.0,0.0
141,7408.0,0.0,0.0,350000.0,6248.400000000001,0.0,0.0,0.0,6344.5,1.0,0.0,0.0,7021.200000000001,93680.95000000001,6299.450000000001,31.0,1.0,7517.75,0.0
142,993.0,1.0,-2.0,310000.0,1502.0,-2.0,0.0,-2.0,1000.0,1.0,-2.0,-2.0,1000.0,993.0,1000.0,38.0,0.0,1005.0,-2.0
143,3572.0,1.0,0.0,100000.0,2600.0,0.0,1.0,0.0,2510.0,1.0,0.0,0.0,5600.0,70936.0,2600.0,26.0,0.0,2600.0,0.0
144,1658.0,0.0,0.0,40000.0,1605.0,0.6000000000000001,0.0,0.0,1201.0,1.0,0.0,0.0,1392.0,40543.0,1668.0,24.0,0.0,2012.0,0.0
145,2714.0,0.0,0.0,150000.0,2143.0,0.0,1.0,0.0,2112.0,1.0,0.0,0.0,2599.0,59684.0,2208.0,23.0,1.0,2812.0,0.0
146,5000.0,1.0,0.0,150000.0,0.0,0.6000000000000001,1.0,0.6000000000000001,6344.5,1.0,0.0,0.0,6000.0,93680.95000000001,3000.0,28.0,0.0,0.0,0.6000000000000001
147,3300.0,0.0,0.0,130000.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.0,3000.0,75900.0,3000.0,25.0,1.0,2800.0,0.0
148,0.0,0.0,0.0,80000.0,1000.0,0.6000000000000001,1.0,0.6000000000000001,1500.0,0.0,0.0,0.6000000000000001,0.0,81477.0,2000.0,35.0,1.0,6800.0,0.6000000000000001
149,2000.0,0.0,0.0,110000.0,2068.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,1895.0,54803.0,1982.0,26.0,1.0,2050.0,0.0
150,0.0,0.0,-1.0,140000.0,6248.400000000001,-1.0,0.0,-1.0,1468.0,1.0,-1.0,-1.0,0.0,3788.0,722.0,33.0,0.0,3815.0,-1.0
151,3800.0,0.0,0.0,70000.0,2200.0,0.0,0.0,0.6000000000000001,2100.0,0.0,0.6000000000000001,0.0,2000.0,25922.0,0.0,37.0,1.0,0.0,0.0
