,SalePrice
508,11.9891596439666
1445,11.76756768334381
88,11.350406535472453
407,12.083905011555967
264,11.198214720130528
1290,12.103486056755072
870,11.603679828238691
289,11.941944326032129
237,12.178187442040638
242,11.277203131449157
468,12.429216196844385
636,11.002099841204236
473,12.994530005894443
907,12.429216196844385
1022,11.37366339763672
1346,12.478006361013815
959,11.951180395901384
1185,11.560762794384388
418,11.744037185933614
1398,11.835008964139341
1342,12.339291489316397
244,12.230765258120545
1328,12.4529327234617
303,11.91772368409069
1196,12.297785453453374
1083,11.982929094215963
1126,12.066810578196666
1358,12.086725887897607
319,12.141534124392603
1297,11.849397701591442
956,11.728036844587173
1200,11.661776411702583
489,11.362102575235644
1028,11.56171562913966
760,11.755871643580617
514,11.477298287327077
111,12.100712129872347
785,11.992260421644849
958,12.12811110406046
387,11.73606901628444
72,12.12811110406046
1134,12.037653993905211
957,11.790557201568507
1114,11.669929213779893
892,11.947949375319938
401,12.01364014498549
435,12.264341553654148
340,12.220468525813907
657,11.911701584927597
883,11.682668239557323
1062,11.407564949312404
1320,11.960811288962343
159,12.676076274775909
1237,12.180754837545884
615,11.831379196088763
1263,12.103486056755072
140,11.652687407345386
52,11.608235644774552
772,11.580584113444043
1164,12.175613438045465
1256,12.616525295149378
247,11.849397701591442
776,12.308177868467327
101,12.089538829274224
1310,12.721885810807205
462,11.041048081342682
598,12.289954129510877
416,11.915051671812877
980,12.091783499128045
650,12.235388699864226
711,11.540307141711445
63,11.849397701591442
411,11.884489021402711
167,12.693498620467778
61,11.522875795823396
1039,11.289781913656018
323,11.745425111208462
779,11.813030057420566
667,12.173032791451973
123,11.944058319826972
216,12.254862809699606
521,11.918390573078394
537,11.619535200028485
273,11.842229212112828
585,12.820987977820545
1309,12.096257779522967
133,12.301382825334498
286,11.976659481202368
536,12.144197241812087
83,11.747997587149712
950,11.76756768334381
911,11.874090314181814
14,11.964001084330445
184,11.751942365440728
971,12.061046873479917
1435,12.066810578196666
115,12.078239274020289
693,11.594321103174222
479,11.401669829409997
1069,11.813030057420566
220,12.23027733422699
1144,11.289781913656018
334,12.165250651009918
165,11.755871643580617
487,12.072541252905651
1451,12.567551034433226
27,12.63134038093452
1227,11.898187865760873
1381,12.377922902456833
1070,11.813030057420566
26,11.811547477460344
282,12.242886618652891
1195,12.078239274020289
924,12.242886618652891
1161,12.319401330837177
1105,12.691580461311874
908,11.78295260218329
40,11.982929094215963
869,12.371587084007746
1158,12.367885325692589
1410,12.345834587905332
601,11.856515169360305
393,11.512925464970229
476,12.249610947544657
351,12.154779351142622
1345,11.59450545196265
68,11.289781913656018
346,11.928340903931561
658,11.487607656985938
296,11.931635799828413
444,12.254862809699606
152,12.154779351142622
873,11.79810440720389
233,11.761346823468708
742,12.095141084822892
153,12.367340793126296
1001,11.362102575235644
1157,12.345834587905332
620,11.112447898373103
602,12.301382825334498
756,12.264341553654148
499,11.695247021764182
675,11.908340237224891
1078,11.956970055045867
117,11.951180395901384
1189,12.14950229404178
1324,11.898187865760873
315,12.146853285870202
1421,11.755871643580617
272,12.577636201962656
327,11.886211674714158
575,11.682668239557323
872,11.6613454700885
912,11.385092093460344
148,11.856515169360305
225,11.626254150277232
1415,12.077670930725649
857,12.066810578196666
952,11.804848531679264
1363,11.963567869487335
666,11.76756768334381
60,11.970350312009103
1286,11.870599909242046
2,12.31716669303576
214,11.993807212363148
1422,11.824079893607152
614,11.231887935237117
962,11.951180395901384
257,12.301382825334498
402,11.589886506106357
1162,11.76756768334381
556,11.856515169360305
1282,11.921718363171069
983,12.452542022147881
18,11.976659481202368
557,11.589886506106357
1295,11.83862560460953
1038,11.48246625748552
590,12.132964173709535
288,11.711776323715394
1145,11.911701584927597
1209,12.577636201962656
193,11.77528972943772
213,11.957611286231673
170,11.763684183317412
951,11.694413341015604
915,11.225243392518449
252,12.061046873479917
276,12.211060187041213
295,11.867097278690842
850,11.786762130599955
1215,11.73606901628444
1092,11.824079893607152
405,11.918390573078394
718,12.739637756265653
1003,11.827042533619087
1074,12.175613438045465
1004,12.106252310247962
317,12.506177237980511
568,12.665394426429048
1168,12.367340793126296
648,11.951180395901384
1369,12.354492650648446
1387,11.82041016471819
941,12.273731294003989
660,12.195517131590657
731,12.141534124392603
1376,11.418614785498987
195,11.908340237224891
727,12.178187442040638
5,11.870599909242046
1247,12.042965307660024
949,12.193493863323315
1202,11.669929213779893
846,12.269047444691562
443,12.058152515453552
464,11.728036844587173
867,11.76756768334381
372,11.73606901628444
1414,12.240474072247506
131,12.40492350427534
576,11.884489021402711
215,11.80894766169701
338,12.218495165528731
672,12.013700752882718
567,12.273731294003989
415,12.106992367829497
826,11.603679828238691
1098,11.759785542901755
925,12.072541252905651
121,11.512925464970229
504,11.898187865760873
331,11.842229212112828
571,11.695247021764182
0,12.247694320220994
1064,11.944707881395766
57,12.188417710291453
1391,11.728036844587173
1159,12.12811110406046
1401,12.170445467887022
466,12.025749091398893
1335,12.031123843065632
734,11.589886506106357
19,11.842229212112828
833,12.025749091398893
1246,12.136186518066008
358,11.77528972943772
48,11.635143097694478
173,12.0015054797889
690,11.856515169360305
968,10.542706391070517
348,11.944707881395766
227,11.571194373094203
1399,11.83101549359339
447,12.205572520488492
1429,12.116694834378958
642,12.751299696013497
1025,11.630708500626612
265,12.075394321888057
141,12.468436909997665
337,12.273731294003989
386,11.302204433654575
1033,12.345834587905332
163,11.544424132029599
997,12.12811110406046
1240,12.323411137947408
33,12.016726473799256
154,11.73606901628444
797,11.608235644774552
107,11.652687407345386
355,12.086725887897607
555,11.635143097694478
528,11.362102575235644
953,12.05524975579559
1273,12.083905011555967
212,12.439871229831715
1012,12.013700752882718
1454,12.12811110406046
900,11.608235644774552
1315,12.239990863733635
423,12.66032791780777
664,12.955127458028414
354,11.849397701591442
696,11.396391648714278
755,12.058152515453552
622,11.813030057420566
940,11.924372644755941
470,12.264341553654148
1104,11.571194373094203
517,12.487485104968359
1380,10.976782033219948
1138,12.185869938212655
946,11.870599909242046
364,12.154779351142622
1151,11.91772368409069
457,12.4529327234617
1123,11.678439903447801
548,11.73606901628444
786,11.842229212112828
433,12.106252310247962
390,11.686878772093666
207,11.856515169360305
687,11.910358401381128
132,11.923378114589433
1201,12.195517131590657
1051,12.206777397134411
412,12.310432660854415
1269,11.877568578558138
293,12.367340793126296
275,12.230765258120545
93,11.804848531679264
1097,12.043553716032399
475,11.794337924408413
1361,12.468436909997665
1294,11.652687407345386
944,11.831379196088763
1109,12.542544882151388
707,12.445089546000673
805,12.33569641332368
1303,12.354492650648446
1135,11.532728092266408
1107,12.523525876315125
817,12.509874099861838
549,12.4799093111599
937,12.441144767709657
656,11.887931365593685
730,12.373703486914124
572,12.321630986164447
838,11.877568578558138
886,11.884489021402711
766,12.188417710291453
768,12.28690119819279
238,12.669806661762314
374,12.299107511497363
191,12.122691036591123
64,12.299107511497363
491,11.79810440720389
751,11.99535161421452
800,12.206072645530172
639,12.485827127509431
678,12.827992316801751
612,12.474189562487114
1306,12.218495165528731
138,12.345834587905332
1052,12.013700752882718
671,11.54829260880752
369,11.99535161421452
297,12.384218830913648
1242,12.043553716032399
73,11.883799128308775
4,12.429216196844385
661,12.904207367601158
46,12.387085012375499
483,12.007621706806336
782,12.139398512262181
821,11.440354772135393
816,11.827736204810263
732,12.31268238058843
1192,11.73606901628444
1440,12.160028707028767
1127,12.464583340681674
645,11.872346634576987
15,11.790557201568507
1276,11.99535161421452
1130,11.813030057420566
780,12.078239274020289
621,12.388394202324127
1433,12.136186518066008
96,12.273731294003989
290,12.359780370124389
845,12.049418835484797
558,12.072541252905651
1383,11.626254150277232
668,12.031719258385396
92,12.004568269319446
1404,11.56171562913966
669,11.831379196088763
774,12.886641043883259
13,12.540757571577291
79,11.608235644774552
1110,12.144197241812087
999,12.235631447771718
1260,12.106252310247962
589,11.283512300642423
1178,11.95053502640496
1426,12.509874099861838
1406,11.79810440720389
56,12.058152515453552
406,11.652687407345386
245,12.394624752074764
365,11.898187865760873
381,12.142866569626381
513,11.805595078933049
42,11.877568578558138
501,12.33138283649562
263,11.77528972943772
1129,11.849397701591442
1063,11.612770799939945
752,12.287652632522596
1213,11.884489021402711
1432,11.074420502783864
1382,11.964001084330445
1326,11.277203131449157
