PAY_AMT6,PAY_0,x1_graduate school,PAY_AMT1,x1_university,PAY_5,PAY_6,PAY_AMT3,x2_married,PAY_AMT2,LIMIT_BAL,PAY_AMT5,PAY_2,PAY_4,x0_male,PAY_AMT4,PAY_3,BILL_AMT2,BILL_AMT4
700.0,0.6000000000000001,0.0,1000.0,1.0,0.0,0.0,1000.0,0.0,1000.0,20000.0,1000.0,0.6000000000000001,0.6000000000000001,1.0,1000.0,0.6000000000000001,13996.0,14936.0
6344.5,-1.0,1.0,1479.0,0.0,0.0,0.0,0.0,0.0,7517.75,30000.0,0.0,-1.0,0.0,0.0,4710.0,-1.0,1479.0,950.0
2300.0,0.0,1.0,3383.0,0.0,0.6000000000000001,0.6000000000000001,6380.0,0.0,0.0,30000.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.6000000000000001,23793.0,28790.0
1645.0,0.0,1.0,3627.0,0.0,0.0,0.0,2670.0,1.0,3059.0,354000.0,2406.0,0.0,0.0,0.0,2331.0,0.0,99598.85,84891.20000000001
2741.0,0.0,1.0,3092.0,0.0,0.0,0.6000000000000001,7021.200000000001,0.0,7517.75,200000.0,0.0,0.0,0.0,1.0,5627.0,0.0,44597.0,56627.0
6344.5,-2.0,1.0,7408.0,0.0,-2.0,-2.0,7021.200000000001,1.0,3009.0,200000.0,5696.0,-2.0,-2.0,0.0,6248.400000000001,-2.0,17288.0,20311.0
0.0,0.0,0.0,3000.0,1.0,0.0,0.0,2000.0,1.0,2500.0,90000.0,1100.0,0.0,0.0,0.0,2000.0,0.0,43173.0,28068.0
1814.0,-1.0,1.0,7408.0,0.0,-1.0,-1.0,1344.0,0.0,720.0,230000.0,6299.450000000001,0.0,-1.0,0.0,4674.0,-1.0,28641.0,1344.0
2000.0,0.6000000000000001,0.0,2000.0,1.0,0.0,0.0,888.0,0.0,2000.0,30000.0,1000.0,0.0,0.0,0.0,920.0,0.0,23018.0,24813.0
6344.5,-1.0,0.0,7408.0,1.0,-1.0,-1.0,1074.0,1.0,570.0,280000.0,6299.450000000001,-1.0,-1.0,0.0,6248.400000000001,-1.0,41270.0,1068.0
6344.5,0.0,0.0,7408.0,1.0,0.0,0.0,7021.200000000001,0.0,5620.0,290000.0,6299.450000000001,0.0,0.0,0.0,6248.400000000001,0.0,99598.85,84891.20000000001
752.0,-1.0,0.0,1518.0,1.0,-1.0,-1.0,368.0,1.0,1972.0,230000.0,1371.0,-1.0,-1.0,0.0,1613.0,-1.0,1518.0,368.0
0.0,0.6000000000000001,0.0,2100.0,1.0,0.0,0.6000000000000001,2000.0,0.0,0.0,100000.0,1000.0,0.6000000000000001,0.0,1.0,2000.0,0.6000000000000001,37412.0,37474.0
420.0,0.0,0.0,1900.0,1.0,0.0,0.0,1000.0,0.0,1400.0,60000.0,1000.0,0.0,0.0,0.0,1100.0,0.0,28358.0,29614.0
2000.0,0.0,0.0,2000.0,1.0,-1.0,0.0,500.0,1.0,450.0,80000.0,3000.0,0.0,-1.0,1.0,6248.400000000001,-1.0,40283.0,401.0
0.0,0.6000000000000001,1.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,1.0,0.0,220000.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.6000000000000001,2500.0,2500.0
0.0,-2.0,0.0,0.0,1.0,-2.0,-2.0,7021.200000000001,1.0,0.0,100000.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,7700.0
0.0,0.6000000000000001,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,7517.75,240000.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0
0.0,-1.0,0.0,0.0,1.0,-2.0,-2.0,0.0,1.0,0.0,120000.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,0.0
3000.0,0.0,1.0,4000.0,0.0,0.0,0.0,2800.0,0.0,3000.0,80000.0,3000.0,0.0,0.0,0.0,3000.0,0.0,72984.0,76363.0
0.0,-1.0,0.0,7408.0,1.0,-1.0,-1.0,7021.200000000001,0.0,7517.75,250000.0,6299.450000000001,-1.0,-1.0,1.0,0.0,-1.0,29636.0,8220.0
6344.5,0.0,0.0,7408.0,1.0,0.0,0.0,6100.0,0.0,6500.0,290000.0,6299.450000000001,0.0,0.0,0.0,6248.400000000001,0.0,99598.85,84891.20000000001
6344.5,0.0,0.0,1000.0,1.0,-2.0,-1.0,0.0,1.0,402.0,50000.0,402.0,0.0,-2.0,1.0,0.0,0.0,19598.0,0.0
4302.0,0.6000000000000001,1.0,2686.0,0.0,-1.0,-1.0,3004.0,1.0,6500.0,354000.0,3103.0,-1.0,-1.0,0.0,3797.0,-1.0,10321.0,2970.0
0.0,-1.0,0.0,780.0,1.0,-1.0,-1.0,0.0,0.0,0.0,50000.0,1320.0,-1.0,0.6000000000000001,1.0,390.0,0.6000000000000001,780.0,0.0
0.0,0.6000000000000001,0.0,0.0,1.0,-2.0,-2.0,0.0,1.0,0.0,60000.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0
3000.0,0.0,0.0,4200.0,1.0,0.0,0.0,14.0,0.0,7517.75,150000.0,4500.0,0.0,0.6000000000000001,0.0,3000.0,0.0,90745.0,84891.20000000001
1000.0,0.0,0.0,7408.0,1.0,0.0,0.0,2000.0,0.0,7517.75,200000.0,5000.0,0.0,0.0,1.0,5000.0,0.0,33877.0,26609.0
550.0,-2.0,0.0,550.0,1.0,-2.0,-2.0,550.0,1.0,550.0,160000.0,550.0,-2.0,-2.0,0.0,550.0,-2.0,550.0,550.0
3612.0,0.0,0.0,3900.0,1.0,0.0,0.0,1742.0,1.0,0.0,160000.0,1703.0,0.0,0.0,0.0,1900.0,0.6000000000000001,48783.0,46039.0
0.0,-1.0,0.0,5174.0,1.0,-1.0,-1.0,3058.0,0.0,1078.0,280000.0,6299.450000000001,-1.0,-1.0,0.0,3158.0,-1.0,5174.0,3058.0
2100.0,0.0,0.0,3527.0,1.0,0.0,0.0,4000.0,1.0,3000.0,354000.0,2000.0,0.0,0.0,0.0,2500.0,0.0,68979.0,55628.0
0.0,0.6000000000000001,0.0,1200.0,1.0,0.0,0.0,592.0,0.0,1201.0,30000.0,1500.0,0.0,0.0,0.0,500.0,0.0,11069.0,12473.0
6.0,0.6000000000000001,0.0,1000.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0,2201.0,30000.0,1001.0,0.6000000000000001,0.6000000000000001,0.0,2500.0,0.6000000000000001,26449.0,27170.0
169.0,-2.0,0.0,7408.0,1.0,-2.0,-2.0,7021.200000000001,1.0,7517.75,354000.0,6299.450000000001,-2.0,-2.0,0.0,6248.400000000001,-2.0,83371.0,10342.0
194.0,0.0,0.0,3189.0,1.0,0.6000000000000001,0.6000000000000001,101.0,0.0,1500.0,50000.0,0.0,0.0,0.6000000000000001,0.0,1590.0,0.6000000000000001,47349.0,46730.0
3576.0,0.0,0.0,5300.0,1.0,0.0,0.0,2900.0,0.0,6350.0,140000.0,4000.0,0.0,0.0,1.0,2950.0,0.0,99598.85,82163.0
2419.0,0.6000000000000001,1.0,3095.0,0.0,-1.0,-1.0,6022.0,0.0,5000.0,180000.0,711.0,-1.0,0.0,0.0,2566.0,0.0,3095.0,13084.0
3000.0,0.0,1.0,3880.0,0.0,0.0,0.0,3238.0,0.0,5114.0,180000.0,2980.0,0.0,0.0,0.0,3401.0,0.0,98098.0,84891.20000000001
0.0,0.0,0.0,4000.0,1.0,-2.0,-2.0,0.0,1.0,4000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,80468.0,0.0
1000.0,0.0,0.0,2007.0,1.0,0.0,0.0,680.0,0.0,1358.0,50000.0,871.0,0.0,0.0,0.0,845.0,0.0,43995.0,19865.0
0.0,0.0,0.0,1000.0,1.0,-2.0,-2.0,0.0,0.0,0.0,210000.0,0.0,0.0,-2.0,0.0,0.0,0.0,9378.0,0.0
0.0,0.6000000000000001,0.0,7408.0,1.0,0.0,0.0,7021.200000000001,0.0,0.0,20000.0,0.0,-1.0,0.0,0.0,369.0,0.6000000000000001,19162.0,18304.0
0.0,0.0,0.0,1900.0,1.0,0.0,0.0,2000.0,0.0,1950.0,130000.0,3310.0,0.0,0.0,0.0,1580.0,0.0,36873.0,38993.0
5956.0,-1.0,1.0,2942.0,0.0,0.0,-1.0,7021.200000000001,0.0,1586.0,340000.0,4985.0,-1.0,-1.0,0.0,1300.0,-1.0,2928.0,7726.0
600.0,0.6000000000000001,0.0,1151.0,1.0,0.0,0.0,354.0,0.0,1161.0,20000.0,600.0,0.0,0.0,1.0,367.0,0.0,8691.0,9894.0
1000.0,0.0,0.0,1147.0,1.0,0.0,0.0,0.0,0.0,1651.0,30000.0,1000.0,0.0,0.6000000000000001,1.0,1000.0,0.0,8322.0,9519.0
4500.0,0.0,0.0,4700.0,1.0,0.0,0.0,5000.0,1.0,4400.0,120000.0,5000.0,0.0,0.0,0.0,4600.0,0.0,99598.85,84891.20000000001
0.0,0.6000000000000001,1.0,168.0,0.0,-2.0,-2.0,0.0,0.0,0.0,280000.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,168.0,0.0
0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1400.0,0.0,7517.75,230000.0,274.0,0.6000000000000001,0.0,0.0,0.0,0.0,2178.0,22515.0
5420.0,0.0,0.0,6610.0,1.0,0.0,0.0,6230.0,1.0,6480.0,354000.0,5720.0,0.0,0.0,0.0,5900.0,0.0,99598.85,84891.20000000001
600.0,0.0,0.0,2900.0,1.0,0.0,0.6000000000000001,1400.0,1.0,0.0,20000.0,1100.0,0.0,0.0,0.0,1700.0,0.6000000000000001,18186.0,18708.0
0.0,0.6000000000000001,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,50000.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0
3199.0,0.0,0.0,5000.0,1.0,0.0,0.0,3019.0,1.0,3530.0,290000.0,3000.0,0.0,0.0,1.0,2818.0,0.0,99598.85,84836.0
6344.5,-1.0,1.0,3192.0,0.0,-1.0,-1.0,7021.200000000001,1.0,4397.0,240000.0,1899.0,-1.0,-1.0,1.0,5413.0,-1.0,3192.0,10179.0
1521.0,0.0,0.0,3360.0,1.0,0.0,0.0,4337.0,1.0,3630.0,150000.0,1522.0,0.0,0.0,1.0,1894.0,0.0,99598.85,84891.20000000001
0.0,0.6000000000000001,0.0,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,20000.0,0.0,0.6000000000000001,0.6000000000000001,1.0,0.0,0.6000000000000001,2400.0,2400.0
1800.0,0.0,1.0,3700.0,0.0,0.0,0.0,2000.0,0.0,1640.0,120000.0,2000.0,0.0,0.0,1.0,2000.0,0.0,38036.0,40107.0
2000.0,0.6000000000000001,0.0,3000.0,0.0,0.0,0.0,144.0,1.0,1006.0,20000.0,308.0,0.0,0.0,0.0,6248.400000000001,0.0,12451.0,6934.0
3018.0,0.0,1.0,4006.0,0.0,0.0,0.0,3002.0,1.0,4002.0,354000.0,3352.0,0.0,0.0,1.0,3018.0,0.0,74890.0,74383.0
0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,7021.200000000001,1.0,242.0,250000.0,6299.450000000001,-1.0,-1.0,0.0,0.0,-1.0,0.0,28932.0
1000.0,0.0,0.0,2326.0,0.0,0.0,0.0,1235.0,0.0,2000.0,50000.0,1000.0,0.0,0.0,1.0,622.0,0.0,48923.0,33778.0
6344.5,0.0,1.0,7408.0,0.0,0.0,0.0,7021.200000000001,0.0,7517.75,354000.0,6299.450000000001,0.0,0.0,0.0,6248.400000000001,0.6000000000000001,99598.85,84891.20000000001
2000.0,0.0,0.0,2000.0,1.0,0.0,0.0,1000.0,1.0,2000.0,50000.0,2000.0,0.0,0.0,0.0,2000.0,0.0,43872.0,24202.0
0.0,0.0,0.0,4183.0,1.0,0.0,-2.0,281.0,0.0,0.0,20000.0,0.0,0.0,0.0,1.0,0.0,0.6000000000000001,20404.0,14051.0
747.0,0.0,1.0,2000.0,0.0,0.0,0.0,1300.0,0.0,1700.0,20000.0,1000.0,0.0,0.0,0.0,662.0,0.0,17776.0,19551.0
6344.5,0.0,0.0,4200.0,0.0,0.0,0.0,2291.0,0.0,2785.0,100000.0,1465.0,0.0,0.0,1.0,1965.0,0.0,96791.0,69166.0
0.0,-1.0,1.0,0.0,0.0,-1.0,0.6000000000000001,0.0,0.0,200.0,300000.0,0.0,-1.0,0.6000000000000001,0.0,1626.0,-1.0,-46.0,154.0
4699.0,-2.0,1.0,7408.0,0.0,-2.0,-2.0,7021.200000000001,0.0,7517.75,354000.0,6299.450000000001,-2.0,-2.0,1.0,4792.0,-2.0,15130.0,15398.0
0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,652.0,0.0,1100.0,160000.0,5654.0,0.6000000000000001,-1.0,1.0,0.0,-1.0,497.0,652.0
2000.0,0.0,0.0,7000.0,1.0,0.0,0.0,2000.0,0.0,2000.0,140000.0,2000.0,0.0,0.0,1.0,2000.0,0.0,99598.85,21629.0
0.0,0.0,0.0,3000.0,1.0,0.0,0.0,2500.0,0.0,3000.0,70000.0,5800.0,0.0,0.0,0.0,3000.0,0.0,62483.0,64733.0
3134.0,0.0,0.0,1230.0,1.0,0.6000000000000001,0.6000000000000001,2192.0,0.0,1265.0,20000.0,0.0,0.0,0.0,1.0,694.0,0.0,14202.0,17164.0
687.0,0.0,0.0,2235.0,1.0,0.0,0.0,823.0,0.0,1858.0,50000.0,702.0,0.0,0.0,1.0,838.0,0.0,50705.0,19542.0
0.0,0.6000000000000001,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,160000.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0
0.0,-1.0,0.0,177.0,0.0,-1.0,-2.0,1116.0,1.0,2011.0,354000.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,177.0,1116.0
4700.0,-1.0,0.0,7408.0,1.0,0.0,0.0,7021.200000000001,1.0,7517.75,290000.0,5541.0,-1.0,0.0,1.0,5300.0,-1.0,7718.0,84891.20000000001
0.0,-2.0,0.0,0.0,1.0,-2.0,-2.0,0.0,1.0,0.0,150000.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0
5000.0,0.0,1.0,7408.0,0.0,0.0,-1.0,5022.0,0.0,7517.75,160000.0,6299.450000000001,0.0,0.0,0.0,6248.400000000001,0.0,99598.85,84891.20000000001
5031.0,0.0,1.0,7000.0,0.0,0.0,0.0,5004.0,0.0,5000.0,354000.0,5000.0,0.0,0.0,0.0,5000.0,0.0,56728.0,57911.0
6344.5,-2.0,0.0,7239.0,0.0,-1.0,0.0,7021.200000000001,1.0,7517.75,180000.0,6299.450000000001,-1.0,-1.0,0.0,6248.400000000001,-1.0,7239.0,31370.0
227.0,0.0,0.0,1224.0,0.0,0.0,0.0,269.0,1.0,1197.0,20000.0,261.0,0.0,0.0,0.0,269.0,0.0,3537.0,3802.0
0.0,-2.0,0.0,780.0,1.0,-2.0,-2.0,0.0,1.0,0.0,210000.0,5190.0,-2.0,-2.0,0.0,4853.0,-2.0,780.0,0.0
0.0,0.6000000000000001,0.0,3000.0,0.0,0.6000000000000001,0.6000000000000001,2800.0,1.0,2700.0,120000.0,2900.0,0.6000000000000001,0.6000000000000001,1.0,2600.0,0.6000000000000001,68842.0,70891.0
0.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,7021.200000000001,0.0,2986.0,70000.0,0.0,0.6000000000000001,0.0,1.0,500.0,0.0,71627.0,69645.0
1000.0,0.0,0.0,1067.0,1.0,0.0,0.0,1000.0,1.0,1121.0,80000.0,64.0,0.0,0.0,0.0,106.0,0.0,3807.0,5172.0
1899.0,0.0,0.0,4000.0,1.0,0.0,0.0,3000.0,0.0,3062.0,120000.0,3000.0,0.0,0.0,1.0,2773.0,0.0,78082.0,82497.0
6344.5,0.0,1.0,7408.0,0.0,0.0,0.0,7021.200000000001,1.0,7517.75,354000.0,6299.450000000001,0.0,0.0,1.0,6248.400000000001,0.0,99598.85,84891.20000000001
2000.0,-1.0,0.0,5000.0,1.0,0.0,0.0,5000.0,0.0,5000.0,90000.0,3600.0,0.0,0.0,0.0,5000.0,0.0,22184.0,27372.0
116.0,0.6000000000000001,0.0,0.0,1.0,0.6000000000000001,0.0,0.0,0.0,0.0,40000.0,871.0,0.6000000000000001,0.6000000000000001,1.0,0.0,0.6000000000000001,41146.0,38797.0
0.0,0.0,0.0,7408.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0,7517.75,190000.0,3000.0,0.0,0.6000000000000001,1.0,6248.400000000001,0.0,52361.0,40909.0
6344.5,0.0,0.0,7408.0,1.0,0.0,0.0,7021.200000000001,1.0,7517.75,240000.0,6299.450000000001,0.0,0.0,0.0,6248.400000000001,0.0,99598.85,84891.20000000001
0.0,-1.0,1.0,2881.0,0.0,-1.0,-1.0,7021.200000000001,1.0,362.0,160000.0,527.0,-1.0,-1.0,0.0,6248.400000000001,-1.0,2881.0,20680.0
0.0,0.0,0.0,1285.0,1.0,-1.0,-1.0,7021.200000000001,1.0,4995.0,320000.0,3773.0,0.0,-1.0,1.0,2589.0,-1.0,5517.0,7774.0
4139.0,-1.0,1.0,7408.0,0.0,-2.0,-2.0,7021.200000000001,0.0,7517.75,280000.0,198.0,-1.0,-2.0,0.0,2838.0,-1.0,52223.0,9427.0
3500.0,0.0,0.0,7408.0,1.0,0.0,0.6000000000000001,3400.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,6248.400000000001,0.6000000000000001,99598.85,84891.20000000001
4187.0,-1.0,0.0,2791.0,0.0,0.0,-1.0,376.0,1.0,0.0,200000.0,6299.450000000001,-1.0,-1.0,0.0,0.0,0.6000000000000001,2791.0,376.0
6344.5,0.0,0.0,7408.0,1.0,0.0,0.0,7021.200000000001,1.0,7517.75,70000.0,6299.450000000001,0.0,0.0,0.0,6248.400000000001,0.0,69907.0,61902.0
191.0,0.6000000000000001,0.0,1300.0,0.0,0.0,0.0,1257.0,1.0,1500.0,20000.0,149.0,0.0,0.0,0.0,456.0,0.0,18739.0,20209.0
0.0,0.0,0.0,3082.0,1.0,-1.0,-1.0,2838.0,1.0,7517.75,80000.0,2333.0,-1.0,-1.0,0.0,3112.0,-1.0,3061.0,2830.0
2500.0,0.0,1.0,4000.0,0.0,0.0,0.0,2912.0,0.0,4200.0,130000.0,2300.0,0.0,0.0,1.0,2500.0,0.0,81029.0,83362.0
1000.0,0.6000000000000001,0.0,1000.0,0.0,0.0,0.0,1000.0,1.0,1000.0,50000.0,1000.0,0.6000000000000001,0.0,0.0,1000.0,0.6000000000000001,30557.0,29529.0
6344.5,0.0,1.0,7408.0,0.0,0.0,0.6000000000000001,6947.0,0.0,0.0,240000.0,33.0,0.0,0.0,0.0,6248.400000000001,0.6000000000000001,99598.85,84891.20000000001
4213.0,0.6000000000000001,0.0,6005.0,0.0,0.6000000000000001,0.0,7021.200000000001,0.0,210.0,140000.0,4183.0,0.6000000000000001,0.6000000000000001,1.0,0.0,0.6000000000000001,99598.85,84891.20000000001
390.0,0.0,0.0,1300.0,1.0,0.0,-1.0,189.0,1.0,3000.0,20000.0,1140.0,0.0,0.0,0.0,0.0,0.0,8453.0,9438.0
6344.5,0.0,0.0,7408.0,1.0,0.0,0.0,7021.200000000001,0.0,7517.75,350000.0,6299.450000000001,0.0,0.0,1.0,6248.400000000001,0.0,99598.85,84891.20000000001
1000.0,-2.0,1.0,993.0,0.0,-2.0,-2.0,1000.0,0.0,1005.0,310000.0,1000.0,-2.0,-2.0,1.0,1502.0,-2.0,988.0,993.0
2510.0,0.0,1.0,3572.0,0.0,0.0,0.0,5600.0,0.0,2600.0,100000.0,2600.0,0.0,0.0,0.0,2600.0,0.0,78797.0,68104.0
1201.0,0.6000000000000001,0.0,1658.0,0.0,0.0,0.0,1392.0,0.0,2012.0,40000.0,1668.0,0.0,0.0,1.0,1605.0,0.0,39189.0,38922.0
2112.0,0.0,0.0,2714.0,1.0,0.0,0.0,2599.0,0.0,2812.0,150000.0,2208.0,0.0,0.0,0.0,2143.0,0.0,59555.0,59501.0
6344.5,0.6000000000000001,1.0,5000.0,0.0,0.0,0.0,6000.0,0.0,0.0,150000.0,3000.0,0.6000000000000001,0.0,0.0,0.0,0.6000000000000001,99598.85,84891.20000000001
0.0,0.0,0.0,3300.0,1.0,0.0,0.6000000000000001,3000.0,0.0,2800.0,130000.0,3000.0,0.0,0.0,1.0,6000.0,0.0,74937.0,74982.0
1500.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6800.0,80000.0,2000.0,0.6000000000000001,0.6000000000000001,0.0,1000.0,0.6000000000000001,76699.0,79035.0
1995.0,0.0,0.0,2000.0,1.0,0.0,0.0,1895.0,1.0,2050.0,110000.0,1982.0,0.0,0.0,1.0,2068.0,0.0,53615.0,55729.0
1468.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3815.0,140000.0,722.0,-1.0,-1.0,1.0,6248.400000000001,-1.0,-27.0,0.0
2100.0,0.0,0.0,3800.0,1.0,0.0,0.6000000000000001,2000.0,1.0,0.0,70000.0,0.0,0.0,0.0,1.0,2200.0,0.6000000000000001,26630.0,27177.0
4137.0,-1.0,1.0,7408.0,0.0,0.0,0.0,7021.200000000001,0.0,7517.75,354000.0,425.0,-1.0,-1.0,1.0,685.0,-1.0,14212.0,84891.20000000001
326.0,-1.0,0.0,326.0,0.0,0.0,-1.0,2000.0,1.0,4058.0,130000.0,4124.0,-1.0,0.0,0.0,2000.0,-1.0,326.0,5732.0
1235.0,0.6000000000000001,0.0,3895.0,1.0,0.0,0.0,2000.0,0.0,7517.75,80000.0,2344.0,0.6000000000000001,0.0,1.0,2000.0,0.0,16106.0,54990.0
715.0,-1.0,0.0,3634.0,1.0,-1.0,-1.0,1978.0,0.0,4436.0,160000.0,1732.0,-1.0,-1.0,0.0,3781.0,-1.0,3634.0,1978.0
2669.0,-1.0,1.0,599.0,0.0,0.0,-1.0,1007.0,0.0,982.0,150000.0,2075.0,-1.0,0.0,0.0,5.0,-1.0,596.0,1178.0
3446.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,3920.0,0.0,7517.75,280000.0,2.0,-2.0,-2.0,1.0,1282.0,-2.0,-160.0,3901.0
6344.5,-1.0,1.0,7408.0,0.0,-1.0,-1.0,7021.200000000001,1.0,5679.0,200000.0,2684.0,-1.0,-1.0,1.0,6248.400000000001,-1.0,49307.0,8855.0
2123.0,-1.0,0.0,3981.0,0.0,-1.0,-1.0,4106.0,1.0,7517.75,200000.0,6299.450000000001,-1.0,-1.0,1.0,2253.0,-1.0,3959.0,4094.0
