,OpenPorchSF,x0_Y,x3_No,GarageArea,YearRemodAdd,TotRmsAbvGrd,x4_SBrkr,x1_2fmCon,x9_BrkTil,x2_2Story,x3_Gd,x9_PConc,x6_CulDSac,x2_1.5Fin,LotFrontage_median,WoodDeckSF,x6_Inside,isNew,x1_Twnhs,FullBath,x5_Grav,LotArea,x12_MnPrv,HalfBath,x12_GdWo,firstFlrSF,x3_Av,hasGarage,Fireplaces,x4_FuseF,BsmtFullBath
13,60.0,1.0,0.0,626.0,3,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,192.0,0.0,True,0.0,2,0.0,8500.0,0.0,0,0.0,1422.0,1.0,True,0.0,0.0,0
14,27.0,1.0,0.0,497.0,18,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,168.0,0.0,False,0.0,2,0.0,9947.0,0.0,0,0.0,1217.0,1.0,True,0.0,0.0,1
15,70.0,1.0,1.0,728.05,8,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,0.0,1.0,False,0.0,2,0.0,9452.0,0.0,1,0.0,1407.0,0.0,True,1.0,0.0,1
16,77.0,1.0,1.0,523.0,12,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,8750.0,0.0,1,0.0,804.0,0.0,True,0.0,0.0,0
17,57.0,1.0,1.0,305.0,56,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,1.0,False,0.0,1,0.0,4712.0,1.0,1,0.0,774.0,0.0,True,0.0,0.0,1
18,98.0,1.0,1.0,0.0,10,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,1.0,False,0.0,1,0.0,5586.0,1.0,0,0.0,1088.0,0.0,False,0.0,0.0,0
19,112.0,1.0,1.0,397.0,4,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,178.0,1.0,True,0.0,2,0.0,6931.0,0.0,1,0.0,760.0,0.0,True,1.0,0.0,0
20,0.0,1.0,1.0,213.0,59,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,7500.0,0.0,0,0.0,753.0,0.0,True,1.6,0.0,0
21,0.0,0.0,0.0,504.0,58,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,False,0.0,1,0.0,8712.0,0.0,0,0.0,1044.0,1.0,True,0.0,0.0,0
22,112.0,1.0,0.0,354.0,54,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,273.6,1.0,False,0.0,1,0.0,13284.0,0.0,0,0.0,1383.0,0.0,True,1.0,0.0,1
24,40.0,1.0,1.0,460.0,7,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,62.0,0.0,1.0,False,0.0,2,0.0,7917.0,0.0,1,0.0,953.0,0.0,True,1.0,0.0,0
25,40.0,1.0,1.0,380.0,15,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,59.0,0.0,1.0,False,0.0,2,0.0,7837.0,0.0,1,0.0,799.0,0.0,True,1.0,0.0,0
26,0.0,1.0,0.0,438.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,108.0,1.0,True,0.0,2,0.0,3010.0,0.0,0,0.0,1248.0,1.0,True,0.0,0.0,0
28,0.0,1.0,1.0,270.0,56,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,66.0,1.0,False,0.0,1,0.0,10634.0,0.0,0,1.0,1319.0,0.0,True,0.0,0.0,1
29,12.0,1.0,0.0,492.0,11,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,273.6,0.0,False,0.0,1,0.0,8471.0,0.0,0,1.0,1212.0,1.0,True,1.0,0.0,1
31,0.0,1.0,1.0,325.0,34,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,182.0,1.0,False,0.0,2,0.0,9525.0,0.0,0,0.0,1216.0,0.0,True,0.0,0.0,0
32,101.0,1.0,0.0,297.0,36,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.599999999999998,120.0,1.0,False,1.0,1,0.0,1596.0,0.0,0,1.0,526.0,0.0,True,0.0,0.0,1
33,28.0,1.0,0.0,525.0,3,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,1.0,True,0.0,1,0.0,3675.0,0.0,0,0.0,1072.0,0.0,True,0.0,0.0,1
34,0.0,1.0,0.0,624.0,37,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,104.0,1.0,False,0.0,1,0.0,7244.0,0.0,0,0.0,768.0,1.0,True,0.0,0.0,1
36,34.0,1.0,1.0,598.0,12,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,0.0,0.0,False,0.0,2,0.0,12137.0,0.0,0,0.0,1661.0,0.0,True,0.0,0.0,0
37,112.0,1.0,1.0,512.0,13,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,8750.0,0.0,1,0.0,909.0,0.0,True,1.0,0.0,0
38,28.0,1.0,1.0,484.0,24,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,273.6,1.0,False,0.0,1,0.0,9503.0,0.0,0,1.0,1344.0,0.0,True,1.0,0.0,1
39,0.0,1.0,1.0,260.0,53,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,7390.0,0.0,0,0.0,1098.0,0.0,True,0.0,0.0,1
40,0.0,1.0,0.0,420.0,5,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,140.0,1.0,True,0.0,1,0.0,4435.0,0.0,0,0.0,848.0,1.0,True,0.0,0.0,1
41,0.0,1.0,0.0,264.0,48,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.0,1.0,False,0.0,1,0.0,10382.0,0.0,0,0.0,1095.0,0.0,True,0.0,0.0,1
42,112.0,1.0,0.0,501.0,15,8.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,216.0,0.0,False,0.0,2,0.0,13923.6,0.0,1,0.0,1079.0,1.0,True,1.6,0.0,1
43,57.0,1.0,0.0,636.0,2,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,255.0,1.0,True,0.0,2,0.0,10084.0,0.0,0,0.0,1692.3000000000002,1.0,True,1.0,0.0,1
44,24.0,0.0,1.0,384.0,7,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,168.0,1.0,False,0.0,1,0.0,11767.0,0.0,1,1.0,796.0,0.0,True,0.0,0.0,0
45,0.0,1.0,1.0,180.0,5,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,False,0.0,1,0.0,6000.0,0.0,0,0.0,904.0,0.0,True,0.0,0.0,0
46,0.0,1.0,1.0,288.0,34,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.599999999999998,0.0,1.0,False,1.0,1,0.0,1680.0,0.0,1,0.0,483.0,0.0,True,1.0,0.0,0
47,0.0,0.0,1.0,728.05,57,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,False,0.0,2,0.0,6270.0,0.0,0,0.0,1001.0,0.0,True,0.0,0.0,0
49,62.0,1.0,1.0,728.05,1,8.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,90.4,192.0,0.0,True,0.0,2,0.0,13923.6,0.0,1,0.0,1071.0,0.0,True,1.0,0.0,0
50,112.0,1.0,1.0,0.0,58,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,1.0,False,0.0,1,0.0,7920.0,1.0,0,0.0,1035.0,0.0,False,0.0,0.0,0
51,0.0,1.0,0.0,588.0,36,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,False,0.0,2,0.0,10012.0,1.0,0,0.0,1181.0,1.0,True,0.0,0.0,1
52,0.0,1.0,1.0,198.0,56,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,1.0,False,0.0,2,0.0,8600.0,0.0,0,0.0,780.0,0.0,True,1.0,0.0,0
53,0.0,1.0,1.0,264.0,37,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.599999999999998,0.0,1.0,False,1.0,1,0.0,1680.0,0.0,1,0.0,483.0,0.0,True,0.0,0.0,0
54,0.0,1.0,1.0,398.0,56,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,False,0.0,2,0.0,7000.0,0.0,0,0.0,865.0,0.0,True,0.0,0.0,0
55,0.0,1.0,1.0,300.0,53,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,121.0,1.0,False,0.0,1,0.0,13923.6,0.0,1,0.0,872.0,0.0,True,0.0,0.0,0
56,0.0,1.0,1.0,672.0,54,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,False,0.0,1,0.0,10434.0,0.0,0,0.0,1005.0,0.0,True,1.0,0.0,0
57,0.0,1.0,1.0,560.0,57,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,1.0,False,0.0,1,0.0,6240.0,0.0,0,0.0,959.0,0.0,True,1.0,0.0,0
58,68.0,1.0,0.0,564.0,40,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,160.0,1.0,False,0.0,1,0.0,11777.0,0.0,0,0.0,1320.0,1.0,True,1.6,0.0,1
59,25.0,1.0,1.0,577.0,8,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90.4,120.0,0.0,False,0.0,2,0.0,9382.0,0.0,0,0.0,1479.0,0.0,True,0.0,0.0,0
60,0.0,1.0,1.0,324.0,21,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,False,0.0,1,0.0,9000.0,0.0,0,0.0,832.0,0.0,True,0.0,0.0,0
61,0.0,1.0,0.0,0.0,2,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,117.0,1.0,False,0.0,1,0.0,7207.0,0.0,0,0.0,858.0,0.0,False,0.0,0.0,1
62,86.0,1.0,0.0,666.0,14,8.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,56.0,273.6,0.0,False,0.0,2,0.0,13923.6,0.0,1,0.0,1692.3000000000002,1.0,True,1.0,0.0,1
63,112.0,0.0,1.0,532.0,16,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,273.6,0.0,False,0.0,1,0.0,11414.0,0.0,0,0.0,1136.0,0.0,True,0.0,0.0,0
64,30.0,1.0,1.0,676.0,1,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,75.0,0.0,1.0,True,0.0,2,0.0,9000.0,0.0,1,0.0,786.0,0.0,True,0.0,0.0,0
65,0.0,1.0,1.0,404.0,48,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,7910.0,0.0,0,1.0,1507.0,0.0,True,0.0,0.0,0
66,46.0,1.0,0.0,528.0,9,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,False,0.0,1,0.0,12354.0,0.0,0,0.0,684.0,0.0,True,0.0,0.0,0
67,0.0,1.0,1.0,0.0,35,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,False,0.0,1,0.0,8125.0,0.0,0,0.0,858.0,0.0,False,0.0,0.0,0
68,72.0,1.0,1.0,400.0,13,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,120.0,1.0,False,0.0,2,0.0,8530.0,0.0,1,0.0,804.0,0.0,True,1.0,0.0,0
69,96.0,1.0,1.0,240.0,3,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,False,0.0,1,0.0,5436.0,1.0,0,0.0,796.0,0.0,True,0.0,0.0,1
70,0.0,1.0,0.0,288.0,2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,35.0,0.0,False,0.0,1,0.0,10500.0,0.0,0,1.0,576.0,1.0,True,0.0,0.0,0
71,0.0,1.0,1.0,544.0,32,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,192.0,1.0,False,0.0,2,0.0,11900.0,0.0,0,0.0,1411.0,0.0,True,1.0,0.0,0
72,98.0,1.0,1.0,487.0,14,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,1.0,False,0.0,3,0.0,10192.0,0.0,0,0.0,1222.0,0.0,True,1.0,0.0,0
74,0.0,1.0,1.0,286.0,29,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,12342.0,0.0,0,1.0,1422.0,0.0,True,1.0,0.0,0
75,16.0,1.0,0.0,648.0,0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,120.0,1.0,True,0.0,0,0.0,3922.0,0.0,2,0.0,1402.0,1.0,True,1.0,0.0,0
76,0.0,1.0,0.0,364.0,38,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,False,0.0,1,0.0,9600.0,0.0,0,0.0,1520.0,1.0,True,1.6,0.0,1
77,72.0,1.0,0.0,665.0,32,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,False,0.0,2,0.0,13923.6,0.0,0,0.0,1692.3000000000002,1.0,True,1.0,0.0,1
78,0.0,1.0,0.0,538.0,42,7.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,70.0,273.6,0.0,False,0.0,2,0.0,13923.6,0.0,1,0.0,1160.0,0.0,True,0.0,0.0,0
79,28.0,1.0,0.0,377.0,12,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,False,0.0,1,0.0,9600.0,1.0,0,0.0,1661.0,1.0,True,1.0,0.0,1
80,0.0,1.0,1.0,418.0,56,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,110.0,1.0,False,0.0,1,0.0,9600.0,0.0,0,0.0,1644.0,0.0,True,1.6,0.0,1
82,112.0,0.0,1.0,432.0,44,8.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,False,0.0,2,0.0,6600.0,0.0,0,0.0,1378.0,0.0,True,0.0,0.0,0
83,81.0,1.0,1.0,471.0,12,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,80.0,182.0,1.0,False,0.0,2,0.0,9554.0,0.0,1,0.0,1065.0,0.0,True,1.0,0.0,0
84,0.0,1.0,1.0,352.0,51,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1.0,False,0.0,1,0.0,8593.0,0.0,0,0.0,907.0,0.0,True,0.0,0.0,0
85,0.0,1.0,1.0,308.0,10,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0,False,0.0,1,0.0,5868.0,0.0,0,0.0,936.0,0.0,True,0.0,0.0,1
86,0.0,1.0,1.0,660.0,39,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,96.0,1.0,False,0.0,1,0.0,6960.0,0.0,0,0.0,864.0,0.0,True,0.0,0.0,0
87,0.0,1.0,1.0,288.0,42,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,False,0.0,1,0.0,7800.0,0.0,0,0.0,912.0,0.0,True,0.0,0.0,0
88,0.0,1.0,1.0,576.0,43,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0,False,0.0,2,0.0,13101.0,0.0,0,0.0,1692.3000000000002,0.0,True,0.0,0.0,0
89,78.0,1.0,1.0,686.0,6,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,70.0,1.0,False,0.0,2,0.0,10440.0,0.0,0,0.0,958.0,0.0,True,1.0,0.0,0
90,36.0,1.0,0.0,541.0,6,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,219.0,1.0,False,0.0,2,0.0,9100.0,0.0,0,0.0,1525.0,1.0,True,0.0,0.0,1
91,25.0,1.0,1.0,728.05,51,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,False,0.0,2,0.0,11475.0,0.0,0,0.0,1692.3000000000002,0.0,True,0.0,0.0,1
94,0.0,1.0,1.0,264.0,31,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,28.0,1.0,False,0.0,2,0.0,7892.0,0.0,0,0.0,918.0,0.0,True,1.0,0.0,0
97,0.0,1.0,0.0,288.0,51,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,False,0.0,1,0.0,8877.0,0.0,0,0.0,816.0,0.0,True,1.0,0.0,1
98,0.0,0.0,1.0,308.0,57,8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,False,0.0,1,0.0,10120.0,1.0,1,0.0,964.0,0.0,True,1.0,1.0,0
99,69.0,1.0,1.0,533.0,14,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,False,0.0,2,0.0,8012.0,0.0,0,0.0,1617.0,0.0,True,1.0,0.0,1
100,24.0,1.0,0.0,336.0,32,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,141.0,1.0,False,0.0,1,0.0,2665.0,0.0,1,0.0,616.0,0.0,True,1.0,0.0,0
101,0.0,1.0,1.0,528.0,37,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,False,0.0,1,0.0,9600.0,0.0,1,0.0,1164.0,0.0,True,0.0,0.0,0
102,0.0,1.0,0.0,728.05,57,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,False,0.0,1,0.0,7350.0,0.0,0,0.0,952.0,0.0,True,0.0,0.0,1
103,40.0,1.0,1.0,389.0,16,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,273.6,0.0,False,0.0,2,0.0,9636.0,1.0,1,0.0,808.0,0.0,True,1.0,0.0,0
104,81.0,1.0,1.0,486.0,12,7.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,58.0,0.0,0.0,False,0.0,2,0.0,13923.6,0.0,1,0.0,1195.0,0.0,True,0.0,0.0,0
105,50.0,1.0,1.0,614.0,0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,True,0.0,2,0.0,8125.0,0.0,1,0.0,778.0,0.0,True,0.0,0.0,0
106,0.0,1.0,1.0,312.0,58,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.4,0.0,1.0,False,0.0,2,0.0,13923.6,0.0,0,0.0,720.0,0.0,True,1.0,0.0,0
107,0.0,1.0,1.0,350.0,51,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,False,0.0,1,0.0,9571.0,0.0,0,0.0,1276.0,0.0,True,0.0,0.0,0
108,0.0,0.0,1.0,366.0,60,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,False,0.0,1,0.0,10625.0,0.0,0,0.0,835.0,0.0,True,0.0,0.0,0
109,112.0,0.0,1.0,0.0,8,8.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,55.0,0.0,1.0,False,0.0,2,0.0,5687.0,0.0,0,0.0,936.0,0.0,False,0.0,0.0,1
110,112.0,1.0,1.0,422.0,10,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,144.0,0.0,False,0.0,2,0.0,9303.0,0.0,1,0.0,888.0,0.0,True,0.0,0.0,1
111,54.0,1.0,1.0,484.0,13,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,1.0,False,0.0,2,0.0,13923.6,0.0,0,1.0,1692.3000000000002,0.0,True,1.6,0.0,1
112,0.0,1.0,1.0,516.0,24,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,0.0,0.0,False,0.0,2,0.0,11120.0,0.0,0,0.0,1232.0,0.0,True,0.0,0.0,0
113,0.0,1.0,0.0,564.0,18,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,120.0,1.0,False,0.0,1,0.0,9069.0,0.0,0,0.0,996.0,1.0,True,0.0,0.0,1
114,112.0,0.0,0.0,576.0,36,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,False,0.0,1,0.0,9873.0,0.0,0,0.0,960.0,1.0,True,0.0,0.0,1
115,0.0,0.0,1.0,520.0,36,8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,142.0,0.0,False,0.0,2,0.0,10800.0,0.0,0,0.0,1692.3000000000002,0.0,True,1.0,0.0,0
116,112.0,1.0,0.0,288.0,39,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,175.0,1.0,False,0.0,1,0.0,7838.0,0.0,0,0.0,900.0,1.0,True,1.0,0.0,1
117,48.0,1.0,1.0,440.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,171.0,1.0,False,0.0,1,0.0,7930.0,0.0,0,0.0,1026.0,0.0,True,0.0,0.0,1
118,64.0,1.0,1.0,451.0,3,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,252.0,1.0,True,0.0,1,0.0,7024.0,0.0,1,0.0,1132.0,0.0,True,0.0,0.0,1
119,45.0,1.0,1.0,648.0,4,8.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,75.0,140.0,1.0,True,0.0,2,0.0,9375.0,0.0,1,0.0,1053.0,0.0,True,1.0,0.0,0
120,72.0,1.0,1.0,393.0,0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,True,0.0,2,0.0,10237.0,0.0,1,0.0,783.0,0.0,True,1.0,0.0,0
121,40.0,1.0,1.0,380.0,2,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,0.0,1.0,True,0.0,2,0.0,3363.0,0.0,0,0.0,976.0,0.0,True,0.0,0.0,0
122,0.0,1.0,1.0,504.0,43,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,9100.0,0.0,0,0.0,1692.3000000000002,0.0,True,0.0,0.0,1
123,0.0,1.0,0.0,338.0,37,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,False,0.0,1,0.0,13923.6,0.0,0,0.0,864.0,1.0,True,1.0,0.0,1
124,0.0,1.0,1.0,529.0,9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,240.0,0.0,False,0.0,2,0.0,13923.6,0.0,0,0.0,1602.0,0.0,True,1.0,0.0,0
125,112.0,1.0,1.0,405.0,8,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,False,0.0,2,0.0,4500.0,0.0,0,0.0,1337.0,0.0,True,0.0,0.0,1
126,0.0,0.0,0.0,308.0,56,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,False,0.0,0,0.0,9000.0,0.0,0,0.0,480.0,1.0,True,0.0,0.0,1
127,0.0,1.0,0.0,728.05,47,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.4,0.0,0.0,False,0.0,1,0.0,13923.6,0.0,0,1.0,1382.0,0.0,True,1.0,0.0,1
129,0.0,1.0,1.0,720.0,56,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,229.0,1.0,False,0.0,1,0.0,10800.0,0.0,0,0.0,1130.0,0.0,True,1.0,0.0,1
130,22.0,1.0,0.0,460.0,1,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,100.0,0.0,True,0.0,2,0.0,10420.0,0.0,0,0.0,1212.0,0.0,True,0.0,0.0,0
